account_id,company_name,country,subregion,industry,employee_band,estimated_arr,segment,account_status,coverage_status,engagement_status,last_activity_date,employee_band_num,segment_num,cluster,tier,priority_flag
796,Johnson LLC,TW,Greater China,Media,201-500,41600.0,SMB,Inactive,Assigned,Stale,2023-11-15,3,1,2,Tier 3,Standard
797,Padilla-Hill,HK,Greater China,Education,201-500,15100.0,SMB,Churned,Assigned,Stale,2024-07-21,3,1,2,Tier 3,Standard
798,"Kelley, Velazquez and Mcknight",CN,Greater China,SaaS,2001+,1414100.0,Enterprise,Inactive,Unassigned,No Coverage,Never,5,3,0,Tier 1,Priority
799,Smith LLC,CN,Greater China,Professional Services,201-500,120300.0,Mid-Market,Prospect,Unassigned,No Coverage,Never,3,2,1,Tier 2,Standard
800,"Smith, Banks and Wilson",TW,Greater China,Fintech,51-200,9600.0,SMB,Active,Assigned,Stale,2023-02-12,2,1,2,Tier 3,Standard
801,Castro Group,HK,Greater China,Media,201-500,130200.0,Mid-Market,Prospect,Assigned,Stale,2024-10-30,3,2,1,Tier 2,Standard
802,Harmon LLC,HK,Greater China,Professional Services,51-200,14400.0,SMB,Churned,Unassigned,No Coverage,Never,2,1,2,Tier 3,Standard
806,Mcclain-Sutton,TW,Greater China,SaaS,2001+,408400.0,Enterprise,Churned,Assigned,Stale,2024-10-23,5,3,0,Tier 1,Standard
808,"Craig, Wade and Santana",TW,Greater China,Education,2001+,774500.0,Enterprise,Churned,Assigned,Stale,2024-07-10,5,3,0,Tier 1,Priority
810,"Keith, Cruz and Chan",CN,Greater China,Retail,2001+,359200.0,Enterprise,Active,Assigned,Stale,2024-11-09,5,3,0,Tier 1,Standard
811,Serrano Group,HK,Greater China,Logistics,1-50,17700.0,SMB,Prospect,Assigned,Stale,2024-01-16,1,1,2,Tier 3,Standard
812,King-Crawford,TW,Greater China,Healthcare,201-500,126300.0,Mid-Market,Inactive,Assigned,Stale,2024-08-12,3,2,1,Tier 2,Standard
813,"May, Mclaughlin and Morris",TW,Greater China,E-commerce,501-2000,234900.0,Mid-Market,Churned,Unassigned,No Coverage,Never,4,2,1,Tier 2,Standard
814,Miller-Singleton,CN,Greater China,E-commerce,1-50,34200.0,SMB,Prospect,Assigned,Stale,2024-07-28,1,1,2,Tier 3,Standard
815,West-Chan,CN,Greater China,Education,201-500,41300.0,SMB,Prospect,Unassigned,No Coverage,Never,3,1,2,Tier 3,Standard
816,"Johnson, Krueger and Anderson",TW,Greater China,E-commerce,51-200,27900.0,SMB,Inactive,Unassigned,No Coverage,Never,2,1,2,Tier 3,Standard
817,Terrell-Bradley,HK,Greater China,Education,2001+,1261400.0,Enterprise,Prospect,Unassigned,No Coverage,Never,5,3,0,Tier 1,Priority
818,"Wang, Alvarez and Trujillo",TW,Greater China,Professional Services,51-200,56700.0,Mid-Market,Inactive,Assigned,Stale,2024-03-22,2,2,1,Tier 2,Standard
819,Haas Inc,HK,Greater China,Manufacturing,2001+,390100.0,Enterprise,Prospect,Unassigned,No Coverage,Never,5,3,0,Tier 1,Standard
820,Wright-Morris,HK,Greater China,Fintech,201-500,154700.0,Mid-Market,Prospect,Assigned,Stale,2024-01-02,3,2,1,Tier 2,Standard
824,"Rowe, Miller and Smith",CN,Greater China,Professional Services,501-2000,1261700.0,Enterprise,Active,Assigned,Stale,2024-07-20,4,3,0,Tier 1,Priority
825,Green PLC,CN,Greater China,E-commerce,201-500,66500.0,Mid-Market,Active,Assigned,Stale,2024-04-11,3,2,1,Tier 2,Standard
829,"Cervantes, Taylor and Walker",HK,Greater China,E-commerce,501-2000,972700.0,Enterprise,Prospect,Assigned,Stale,2024-02-17,4,3,0,Tier 1,Priority
830,"Ross, Mccoy and Mckenzie",CN,Greater China,SaaS,51-200,218400.0,Mid-Market,Prospect,Unassigned,No Coverage,Never,2,2,1,Tier 2,Standard
832,Martin-Vazquez,HK,Greater China,Manufacturing,501-2000,932600.0,Enterprise,Inactive,Unassigned,No Coverage,Never,4,3,0,Tier 1,Priority
833,Johnson-Johnson,HK,Greater China,Retail,201-500,113100.0,Mid-Market,Active,Assigned,Stale,2024-09-29,3,2,1,Tier 2,Standard
834,Jensen-Nichols,TW,Greater China,Manufacturing,201-500,218800.0,Mid-Market,Active,Assigned,Stale,2024-11-28,3,2,1,Tier 2,Standard
835,Bradshaw LLC,HK,Greater China,Healthcare,501-2000,696900.0,Enterprise,Prospect,Assigned,Stale,2024-03-17,4,3,0,Tier 1,Priority
836,Wood and Sons,TW,Greater China,Logistics,501-2000,1598400.0,Enterprise,Churned,Assigned,Stale,2023-05-19,4,3,0,Tier 1,Priority
837,"Meyers, Gonzalez and Munoz",TW,Greater China,Media,1-50,5400.0,SMB,Prospect,Assigned,Stale,2024-06-21,1,1,2,Tier 3,Standard
840,"Mora, Johnson and Duffy",TW,Greater China,Fintech,201-500,34500.0,SMB,Churned,Assigned,Stale,2024-10-01,3,1,2,Tier 3,Standard
842,Nelson-Glover,HK,Greater China,Manufacturing,2001+,1418300.0,Enterprise,Prospect,Assigned,Stale,2024-06-12,5,3,0,Tier 1,Priority
843,Jackson-Fleming,CN,Greater China,Media,51-200,116500.0,Mid-Market,Active,Assigned,Stale,2024-11-24,2,2,1,Tier 2,Standard
844,Johnson-Haynes,CN,Greater China,E-commerce,201-500,235700.0,Mid-Market,Inactive,Assigned,Stale,2023-10-05,3,2,1,Tier 2,Standard
845,Ruiz-Nelson,TW,Greater China,Fintech,501-2000,632200.0,Enterprise,Prospect,Assigned,Stale,2023-11-25,4,3,0,Tier 1,Standard
847,Brooks-Palmer,TW,Greater China,Education,501-2000,1882600.0,Enterprise,Prospect,Assigned,Stale,2023-12-10,4,3,0,Tier 1,Priority
848,Bailey-Moreno,TW,Greater China,Fintech,51-200,36800.0,SMB,Inactive,Assigned,Stale,2024-07-17,2,1,2,Tier 3,Standard
849,Peck and Sons,TW,Greater China,Retail,51-200,22300.0,SMB,Active,Assigned,Stale,2024-09-28,2,1,2,Tier 3,Standard
850,"Trujillo, Ramos and Garcia",HK,Greater China,Logistics,51-200,110600.0,Mid-Market,Prospect,Assigned,Stale,2022-03-24,2,2,1,Tier 2,Standard
851,"Campos, Smith and Smith",TW,Greater China,Healthcare,2001+,845100.0,Enterprise,Active,Assigned,Stale,2024-10-28,5,3,0,Tier 1,Priority
853,"Hernandez, Robinson and Delgado",TW,Greater China,SaaS,2001+,1101400.0,Enterprise,Active,Assigned,Stale,2024-06-13,5,3,0,Tier 1,Priority
855,Harris-Jones,HK,Greater China,SaaS,201-500,216900.0,Mid-Market,Active,Assigned,Stale,2024-06-10,3,2,1,Tier 2,Standard
856,Walker-Torres,HK,Greater China,Media,201-500,324900.0,Enterprise,Prospect,Assigned,Stale,2024-09-22,3,3,1,Tier 2,Standard
857,Church LLC,TW,Greater China,E-commerce,2001+,1189000.0,Enterprise,Active,Assigned,Stale,2024-05-16,5,3,0,Tier 1,Priority
859,"May, Murray and Bradshaw",CN,Greater China,E-commerce,1-50,7200.0,SMB,Inactive,Assigned,Stale,2023-12-26,1,1,2,Tier 3,Standard
860,Stevens Ltd,TW,Greater China,Fintech,1-50,41800.0,SMB,Prospect,Assigned,Stale,2024-06-08,1,1,2,Tier 3,Standard
861,Collier-Burton,CN,Greater China,Professional Services,501-2000,212300.0,Mid-Market,Active,Assigned,Stale,2024-06-20,4,2,1,Tier 2,Standard
862,Anderson Ltd,TW,Greater China,Logistics,51-200,42600.0,SMB,Prospect,Unassigned,No Coverage,Never,2,1,2,Tier 3,Standard
863,Marquez Ltd,CN,Greater China,Media,1-50,11400.0,SMB,Prospect,Assigned,Stale,2023-05-09,1,1,2,Tier 3,Standard
865,Bowers-Martinez,CN,Greater China,Professional Services,201-500,391300.0,Enterprise,Prospect,Unassigned,No Coverage,Never,3,3,1,Tier 2,Standard
866,"Bailey, Mann and Little",HK,Greater China,Manufacturing,201-500,211500.0,Mid-Market,Active,Assigned,Stale,2023-03-23,3,2,1,Tier 2,Standard
867,Parsons Inc,TW,Greater China,Media,51-200,97900.0,Mid-Market,Prospect,Assigned,Stale,2023-09-25,2,2,1,Tier 2,Standard
868,"Hunter, May and Bennett",TW,Greater China,Healthcare,2001+,1347600.0,Enterprise,Active,Assigned,Stale,2024-09-09,5,3,0,Tier 1,Priority
869,Nguyen LLC,CN,Greater China,Retail,1-50,28900.0,SMB,Prospect,Assigned,Stale,2024-09-18,1,1,2,Tier 3,Standard
871,Moyer-Henderson,TW,Greater China,SaaS,501-2000,1845100.0,Enterprise,Churned,Assigned,Stale,2024-10-23,4,3,0,Tier 1,Priority
872,"Hernandez, Cook and Stewart",TW,Greater China,Media,51-200,91900.0,Mid-Market,Prospect,Unassigned,No Coverage,Never,2,2,1,Tier 2,Standard
873,Mcclain PLC,CN,Greater China,Retail,51-200,7400.0,SMB,Active,Assigned,Stale,2024-02-27,2,1,2,Tier 3,Standard
874,"Gomez, Owens and Ward",CN,Greater China,Logistics,1-50,15600.0,SMB,Inactive,Assigned,Stale,2024-04-03,1,1,2,Tier 3,Standard
875,Lopez-Gonzalez,CN,Greater China,Education,201-500,820700.0,Enterprise,Prospect,Assigned,Stale,2024-05-21,3,3,0,Tier 1,Priority
877,Clark Inc,HK,Greater China,Manufacturing,1-50,21800.0,SMB,Inactive,Assigned,Stale,2024-04-28,1,1,2,Tier 3,Standard
878,Joyce Ltd,CN,Greater China,Media,201-500,56400.0,Mid-Market,Active,Assigned,Stale,2023-12-10,3,2,1,Tier 2,Standard
879,"Barber, Bowen and Fitzgerald",HK,Greater China,Professional Services,51-200,202100.0,Mid-Market,Active,Assigned,Stale,2023-11-18,2,2,1,Tier 2,Standard
880,"Lawrence, Anderson and Wang",CN,Greater China,Healthcare,51-200,160600.0,Mid-Market,Prospect,Assigned,Stale,2024-11-09,2,2,1,Tier 2,Standard
881,Smith-Smith,TW,Greater China,Healthcare,51-200,142600.0,Mid-Market,Prospect,Unassigned,No Coverage,Never,2,2,1,Tier 2,Standard
883,Hill Group,HK,Greater China,Retail,501-2000,320100.0,Enterprise,Active,Assigned,Stale,2024-08-15,4,3,1,Tier 2,Standard
884,"Griffith, Nelson and Walsh",HK,Greater China,Retail,501-2000,209600.0,Mid-Market,Active,Assigned,Stale,2024-01-19,4,2,1,Tier 2,Standard
885,"Lee, Hall and Flores",CN,Greater China,Fintech,501-2000,961600.0,Enterprise,Active,Assigned,Stale,2024-11-03,4,3,0,Tier 1,Priority
886,Bell-Haney,CN,Greater China,SaaS,201-500,111000.0,Mid-Market,Prospect,Unassigned,No Coverage,Never,3,2,1,Tier 2,Standard
887,Jimenez and Sons,HK,Greater China,Media,201-500,77700.0,Mid-Market,Prospect,Assigned,Stale,2024-10-13,3,2,1,Tier 2,Standard
888,Torres-Jimenez,TW,Greater China,SaaS,201-500,1755700.0,Enterprise,Active,Assigned,Stale,2024-10-11,3,3,0,Tier 1,Priority
889,Padilla-Mendoza,HK,Greater China,Fintech,501-2000,104000.0,Mid-Market,Prospect,Assigned,Stale,2023-02-14,4,2,1,Tier 2,Standard
890,Robbins-Long,TW,Greater China,SaaS,201-500,1537600.0,Enterprise,Prospect,Assigned,Stale,2024-05-15,3,3,0,Tier 1,Priority
892,Rios Group,TW,Greater China,Media,2001+,608200.0,Enterprise,Active,Assigned,Stale,2023-10-04,5,3,0,Tier 1,Standard
893,"Ashley, Miller and Williamson",TW,Greater China,Healthcare,2001+,1265200.0,Enterprise,Prospect,Assigned,Stale,2024-03-16,5,3,0,Tier 1,Priority
895,"Lowe, Santos and Williams",HK,Greater China,Retail,51-200,155300.0,Mid-Market,Prospect,Assigned,Stale,2023-09-22,2,2,1,Tier 2,Standard
896,Estrada-Bradley,HK,Greater China,Fintech,201-500,123600.0,Mid-Market,Churned,Assigned,Stale,2023-10-08,3,2,1,Tier 2,Standard
897,"Aguilar, Davis and Wilson",CN,Greater China,Fintech,201-500,1051300.0,Enterprise,Active,Assigned,Stale,2023-10-11,3,3,0,Tier 1,Priority
898,Noble-Hernandez,CN,Greater China,SaaS,1-50,10000.0,SMB,Active,Assigned,Stale,2024-03-21,1,1,2,Tier 3,Standard
899,Jennings LLC,HK,Greater China,SaaS,501-2000,186500.0,Mid-Market,Inactive,Assigned,Stale,2024-09-22,4,2,1,Tier 2,Standard
901,Dennis and Sons,HK,Greater China,Retail,201-500,181200.0,Mid-Market,Prospect,Assigned,Stale,2022-12-16,3,2,1,Tier 2,Standard
902,Burch-Hughes,TW,Greater China,Manufacturing,51-200,110800.0,Mid-Market,Active,Assigned,Stale,2024-06-25,2,2,1,Tier 2,Standard
904,Rowe PLC,CN,Greater China,E-commerce,501-2000,531400.0,Enterprise,Active,Assigned,Stale,2024-05-24,4,3,0,Tier 1,Standard
906,Dawson-Davis,CN,Greater China,Retail,201-500,56900.0,Mid-Market,Inactive,Unassigned,No Coverage,Never,3,2,1,Tier 2,Standard
907,Thompson-Chase,CN,Greater China,Media,51-200,74300.0,Mid-Market,Prospect,Assigned,Stale,2024-05-14,2,2,1,Tier 2,Standard
908,"Coleman, Wall and Wallace",HK,Greater China,Manufacturing,51-200,48700.0,SMB,Prospect,Assigned,Stale,2024-07-25,2,1,2,Tier 3,Standard
909,Jacobson Inc,HK,Greater China,Professional Services,2001+,1946800.0,Enterprise,Prospect,Unassigned,No Coverage,Never,5,3,0,Tier 1,Priority
911,Obrien PLC,TW,Greater China,Fintech,201-500,111600.0,Mid-Market,Inactive,Assigned,Stale,2024-10-06,3,2,1,Tier 2,Standard
912,Flores-Wheeler,HK,Greater China,Manufacturing,51-200,33900.0,SMB,Churned,Assigned,Stale,2023-03-31,2,1,2,Tier 3,Standard
913,Schaefer-Dawson,CN,Greater China,Retail,1-50,29200.0,SMB,Active,Assigned,Stale,2024-09-04,1,1,2,Tier 3,Standard
914,Gomez-Campos,HK,Greater China,Logistics,51-200,19300.0,SMB,Churned,Assigned,Stale,2024-07-18,2,1,2,Tier 3,Standard
915,Williams-Jones,HK,Greater China,Logistics,1-50,43400.0,SMB,Active,Unassigned,No Coverage,Never,1,1,2,Tier 3,Standard
917,"Rowland, Rogers and Salinas",HK,Greater China,E-commerce,501-2000,211100.0,Mid-Market,Prospect,Unassigned,No Coverage,Never,4,2,1,Tier 2,Standard
918,"Salazar, Howell and Carpenter",TW,Greater China,Logistics,201-500,78700.0,Mid-Market,Prospect,Assigned,Stale,2024-02-29,3,2,1,Tier 2,Standard
920,"Vincent, Hoffman and Hall",HK,Greater China,Education,51-200,25800.0,SMB,Active,Assigned,Stale,2024-06-18,2,1,2,Tier 3,Standard
921,King LLC,HK,Greater China,Retail,501-2000,58400.0,Mid-Market,Active,Unassigned,No Coverage,Never,4,2,1,Tier 2,Standard
922,"Clark, Tanner and Hodges",TW,Greater China,Media,51-200,55400.0,Mid-Market,Churned,Assigned,Stale,2024-08-31,2,2,1,Tier 2,Standard
923,"Woods, Espinoza and Williams",CN,Greater China,Healthcare,501-2000,1812200.0,Enterprise,Prospect,Assigned,Stale,2024-07-08,4,3,0,Tier 1,Priority
925,Rodriguez Inc,HK,Greater China,Fintech,201-500,223700.0,Mid-Market,Prospect,Unassigned,No Coverage,Never,3,2,1,Tier 2,Standard
926,Wise-Thomas,HK,Greater China,Logistics,501-2000,165100.0,Mid-Market,Active,Assigned,Stale,2024-03-15,4,2,1,Tier 2,Standard
927,Holt and Sons,HK,Greater China,Logistics,201-500,487100.0,Enterprise,Inactive,Assigned,Stale,2024-06-07,3,3,1,Tier 2,Standard
928,Ellis-Young,CN,Greater China,E-commerce,501-2000,155900.0,Mid-Market,Prospect,Assigned,Stale,2023-08-05,4,2,1,Tier 2,Standard
930,Simmons-Ruiz,HK,Greater China,SaaS,201-500,1454600.0,Enterprise,Prospect,Assigned,Stale,2024-10-22,3,3,0,Tier 1,Priority
931,Smith-Alvarez,CN,Greater China,Fintech,201-500,124600.0,Mid-Market,Churned,Assigned,Stale,2024-03-21,3,2,1,Tier 2,Standard
932,Sanchez Ltd,CN,Greater China,Retail,1-50,15000.0,SMB,Prospect,Assigned,Stale,2023-10-08,1,1,2,Tier 3,Standard
933,Aguilar Group,TW,Greater China,Fintech,2001+,1479000.0,Enterprise,Churned,Unassigned,No Coverage,Never,5,3,0,Tier 1,Priority
934,"Porter, Cook and Gray",CN,Greater China,Professional Services,501-2000,1089200.0,Enterprise,Prospect,Assigned,Stale,2024-04-23,4,3,0,Tier 1,Priority
937,"Farley, George and Arias",HK,Greater China,SaaS,201-500,1622100.0,Enterprise,Prospect,Assigned,Stale,2023-09-17,3,3,0,Tier 1,Priority
941,"Buck, Taylor and Hill",TW,Greater China,Professional Services,201-500,82100.0,Mid-Market,Active,Assigned,Stale,2022-02-14,3,2,1,Tier 2,Standard
944,"Jones, Schwartz and Wallace",TW,Greater China,Logistics,51-200,189600.0,Mid-Market,Active,Assigned,Stale,2024-11-26,2,2,1,Tier 2,Standard
945,"Myers, Watts and Morris",HK,Greater China,Media,201-500,152900.0,Mid-Market,Active,Assigned,Stale,2024-07-14,3,2,1,Tier 2,Standard
946,"Sweeney, Wilson and Phillips",CN,Greater China,Fintech,201-500,149200.0,Mid-Market,Prospect,Assigned,Stale,2024-08-24,3,2,1,Tier 2,Standard
948,Adams-Johnson,CN,Greater China,Media,501-2000,108100.0,Mid-Market,Active,Assigned,Stale,2023-03-22,4,2,1,Tier 2,Standard
949,Snow LLC,TW,Greater China,Retail,201-500,52600.0,Mid-Market,Inactive,Unassigned,No Coverage,Never,3,2,1,Tier 2,Standard
950,Mcbride-Alexander,TW,Greater China,E-commerce,501-2000,458600.0,Enterprise,Churned,Unassigned,No Coverage,Never,4,3,0,Tier 1,Standard
951,"Garcia, Clark and Tate",CN,Greater China,Healthcare,51-200,89800.0,Mid-Market,Inactive,Assigned,Stale,2023-09-12,2,2,1,Tier 2,Standard
952,Gomez-Hurst,HK,Greater China,Education,2001+,737400.0,Enterprise,Active,Assigned,Stale,2023-09-27,5,3,0,Tier 1,Priority
953,"Washington, Taylor and Allen",HK,Greater China,Media,201-500,170600.0,Mid-Market,Active,Assigned,Stale,2024-11-28,3,2,1,Tier 2,Standard
954,Fernandez LLC,CN,Greater China,SaaS,1-50,27000.0,SMB,Active,Unassigned,No Coverage,Never,1,1,2,Tier 3,Standard
955,Smith Inc,CN,Greater China,Manufacturing,51-200,55300.0,Mid-Market,Active,Assigned,Stale,2024-05-22,2,2,1,Tier 2,Standard
956,Vaughn-Smith,TW,Greater China,Media,501-2000,1580300.0,Enterprise,Inactive,Assigned,Stale,2024-04-06,4,3,0,Tier 1,Priority
957,"Hall, Burns and Brown",CN,Greater China,Retail,201-500,149600.0,Mid-Market,Prospect,Assigned,Stale,2023-11-14,3,2,1,Tier 2,Standard
958,Miller Group,TW,Greater China,Media,201-500,39400.0,SMB,Active,Assigned,Stale,2024-09-11,3,1,2,Tier 3,Standard
959,"Orr, Chase and Garcia",HK,Greater China,Manufacturing,201-500,1024500.0,Enterprise,Prospect,Unassigned,No Coverage,Never,3,3,0,Tier 1,Priority
961,"Woods, Love and Farmer",TW,Greater China,E-commerce,201-500,160800.0,Mid-Market,Prospect,Assigned,Stale,2024-05-23,3,2,1,Tier 2,Standard
964,Robertson-Woods,CN,Greater China,Education,501-2000,1344000.0,Enterprise,Churned,Assigned,Stale,2024-07-01,4,3,0,Tier 1,Priority
965,Smith LLC,HK,Greater China,Fintech,1-50,16000.0,SMB,Active,Assigned,Stale,2022-05-17,1,1,2,Tier 3,Standard
967,"Mason, Young and Harvey",TW,Greater China,Logistics,51-200,134200.0,Mid-Market,Active,Assigned,Stale,2024-10-19,2,2,1,Tier 2,Standard
968,Moore LLC,HK,Greater China,Healthcare,51-200,114500.0,Mid-Market,Prospect,Assigned,Stale,2024-03-25,2,2,1,Tier 2,Standard
969,Nolan-Paul,HK,Greater China,Education,201-500,212300.0,Mid-Market,Active,Assigned,Stale,2023-01-26,3,2,1,Tier 2,Standard
970,Acosta PLC,CN,Greater China,Manufacturing,201-500,219500.0,Mid-Market,Prospect,Assigned,Stale,2024-01-16,3,2,1,Tier 2,Standard
971,"Garrett, Barker and Phillips",HK,Greater China,Fintech,1-50,49800.0,SMB,Prospect,Assigned,Stale,2023-07-01,1,1,2,Tier 3,Standard
974,"Hughes, Reed and Watts",TW,Greater China,Retail,201-500,90000.0,Mid-Market,Inactive,Assigned,Stale,2023-09-30,3,2,1,Tier 2,Standard
976,Crawford-Porter,HK,Greater China,Professional Services,501-2000,1182300.0,Enterprise,Inactive,Assigned,Stale,2024-04-25,4,3,0,Tier 1,Priority
978,Thompson-Evans,HK,Greater China,Manufacturing,501-2000,222000.0,Mid-Market,Prospect,Assigned,Stale,2024-04-05,4,2,1,Tier 2,Standard
979,"Gray, Jimenez and Shelton",HK,Greater China,Healthcare,501-2000,698800.0,Enterprise,Active,Assigned,Stale,2023-06-10,4,3,0,Tier 1,Priority
980,"Kelly, Mckenzie and Summers",CN,Greater China,SaaS,1-50,42200.0,SMB,Inactive,Assigned,Stale,2024-09-04,1,1,2,Tier 3,Standard
981,Ruiz-Gonzalez,CN,Greater China,E-commerce,1-50,11100.0,SMB,Prospect,Assigned,Stale,2024-06-10,1,1,2,Tier 3,Standard
983,Chandler Ltd,HK,Greater China,Fintech,2001+,1767600.0,Enterprise,Inactive,Assigned,Stale,2024-04-29,5,3,0,Tier 1,Priority
985,Little-Ray,TW,Greater China,Fintech,2001+,1265700.0,Enterprise,Inactive,Assigned,Stale,2023-07-03,5,3,0,Tier 1,Priority
986,Hicks-Neal,CN,Greater China,Healthcare,201-500,204600.0,Mid-Market,Prospect,Assigned,Stale,2024-07-01,3,2,1,Tier 2,Standard
987,"Morales, Buck and Williams",HK,Greater China,Professional Services,1-50,9800.0,SMB,Inactive,Unassigned,No Coverage,Never,1,1,2,Tier 3,Standard
988,Ball-Anderson,CN,Greater China,Healthcare,501-2000,124900.0,Mid-Market,Inactive,Assigned,Stale,2024-04-15,4,2,1,Tier 2,Standard
989,Mendez Group,HK,Greater China,SaaS,501-2000,1889700.0,Enterprise,Prospect,Assigned,Stale,2024-11-17,4,3,0,Tier 1,Priority
990,"Willis, Shah and Cox",TW,Greater China,Healthcare,2001+,1310200.0,Enterprise,Churned,Assigned,Stale,2024-07-07,5,3,0,Tier 1,Priority
991,Eaton and Sons,HK,Greater China,Fintech,501-2000,111900.0,Mid-Market,Prospect,Assigned,Stale,2024-08-21,4,2,1,Tier 2,Standard
993,May-Jackson,HK,Greater China,Media,1-50,42000.0,SMB,Prospect,Assigned,Stale,2023-11-20,1,1,2,Tier 3,Standard
995,"Hanson, Estes and Robertson",HK,Greater China,Fintech,501-2000,132600.0,Mid-Market,Prospect,Assigned,Stale,2023-03-26,4,2,1,Tier 2,Standard
996,Robertson LLC,CN,Greater China,Logistics,501-2000,1136100.0,Enterprise,Prospect,Assigned,Stale,2024-06-23,4,3,0,Tier 1,Priority
997,Rodriguez and Sons,HK,Greater China,E-commerce,501-2000,1583500.0,Enterprise,Inactive,Assigned,Stale,2024-01-02,4,3,0,Tier 1,Priority
999,"Taylor, Lam and Maldonado",TW,Greater China,Logistics,2001+,1703600.0,Enterprise,Prospect,Assigned,Stale,2024-03-10,5,3,0,Tier 1,Priority
1000,"Wagner, Herman and Burns",HK,Greater China,Manufacturing,51-200,197000.0,Mid-Market,Prospect,Assigned,Stale,2024-01-08,2,2,1,Tier 2,Standard
1001,Juarez-Miller,CN,Greater China,Professional Services,1-50,21500.0,SMB,Prospect,Assigned,Stale,2023-12-30,1,1,2,Tier 3,Standard
1002,"Torres, Hendricks and Gutierrez",CN,Greater China,Fintech,51-200,6000.0,SMB,Active,Assigned,Stale,2023-10-17,2,1,2,Tier 3,Standard
1003,Barker PLC,HK,Greater China,Manufacturing,1-50,36600.0,SMB,Inactive,Assigned,Stale,2023-12-12,1,1,2,Tier 3,Standard
1005,"Gonzalez, Graves and Blake",HK,Greater China,Manufacturing,501-2000,1114800.0,Enterprise,Churned,Assigned,Stale,2024-08-03,4,3,0,Tier 1,Priority
1006,Mullins-Brown,HK,Greater China,Manufacturing,501-2000,918600.0,Enterprise,Active,Assigned,Stale,2023-10-20,4,3,0,Tier 1,Priority
1008,Martin and Sons,CN,Greater China,SaaS,501-2000,1837800.0,Enterprise,Inactive,Unassigned,No Coverage,Never,4,3,0,Tier 1,Priority
1009,"Cook, Patterson and Smith",HK,Greater China,Education,51-200,19500.0,SMB,Prospect,Assigned,Stale,2024-01-23,2,1,2,Tier 3,Standard
1011,"Ramsey, Chaney and Brown",HK,Greater China,SaaS,2001+,1893800.0,Enterprise,Prospect,Assigned,Stale,2023-05-22,5,3,0,Tier 1,Priority
1012,Reed LLC,CN,Greater China,Retail,201-500,173900.0,Mid-Market,Inactive,Assigned,Stale,2022-12-06,3,2,1,Tier 2,Standard
1013,Torres and Sons,CN,Greater China,E-commerce,201-500,102100.0,Mid-Market,Prospect,Assigned,Stale,2024-09-08,3,2,1,Tier 2,Standard
1015,Jones-Martinez,HK,Greater China,Manufacturing,2001+,1710900.0,Enterprise,Active,Unassigned,No Coverage,Never,5,3,0,Tier 1,Priority
1016,Mcknight Ltd,TW,Greater China,Media,501-2000,1871800.0,Enterprise,Active,Assigned,Stale,2024-05-30,4,3,0,Tier 1,Priority
1017,Love PLC,CN,Greater China,SaaS,201-500,234600.0,Mid-Market,Active,Unassigned,No Coverage,Never,3,2,1,Tier 2,Standard
1018,Hess-Suarez,CN,Greater China,Media,1-50,26200.0,SMB,Active,Assigned,Stale,2024-07-01,1,1,2,Tier 3,Standard
1019,Welch Group,CN,Greater China,E-commerce,201-500,247800.0,Mid-Market,Active,Assigned,Stale,2024-05-26,3,2,1,Tier 2,Standard
1022,Gordon-Mullins,CN,Greater China,SaaS,201-500,65400.0,Mid-Market,Prospect,Assigned,Stale,2024-10-16,3,2,1,Tier 2,Standard
1023,"Perez, Fox and Copeland",HK,Greater China,Logistics,501-2000,1441100.0,Enterprise,Churned,Assigned,Stale,2023-04-07,4,3,0,Tier 1,Priority
1025,"Baker, Moss and Hayden",TW,Greater China,Professional Services,201-500,826500.0,Enterprise,Inactive,Assigned,Stale,2023-07-26,3,3,0,Tier 1,Priority
1027,Smith-Dixon,TW,Greater China,Education,501-2000,917400.0,Enterprise,Churned,Assigned,Stale,2024-10-03,4,3,0,Tier 1,Priority
1029,"Pearson, Rice and Rush",CN,Greater China,Professional Services,201-500,210200.0,Mid-Market,Churned,Assigned,Stale,2023-06-04,3,2,1,Tier 2,Standard
1030,Torres Ltd,CN,Greater China,Education,201-500,69200.0,Mid-Market,Inactive,Assigned,Stale,2024-07-31,3,2,1,Tier 2,Standard
1031,Rogers LLC,HK,Greater China,E-commerce,51-200,170100.0,Mid-Market,Inactive,Unassigned,No Coverage,Never,2,2,1,Tier 2,Standard
1032,Wade and Sons,HK,Greater China,E-commerce,501-2000,412700.0,Enterprise,Prospect,Unassigned,No Coverage,Never,4,3,0,Tier 1,Standard
1033,Olson LLC,HK,Greater China,Media,51-200,179400.0,Mid-Market,Active,Assigned,Stale,2024-06-18,2,2,1,Tier 2,Standard
1034,Johnson Ltd,HK,Greater China,Manufacturing,201-500,10800.0,SMB,Prospect,Unassigned,No Coverage,Never,3,1,2,Tier 3,Standard
1036,Kelly-Grant,HK,Greater China,Retail,501-2000,1244800.0,Enterprise,Active,Assigned,Stale,2023-04-04,4,3,0,Tier 1,Priority
1037,Blake-Coleman,CN,Greater China,Fintech,1-50,34800.0,SMB,Inactive,Unassigned,No Coverage,Never,1,1,2,Tier 3,Standard
1038,Schultz-Haynes,HK,Greater China,Professional Services,501-2000,770900.0,Enterprise,Prospect,Assigned,Stale,2023-10-21,4,3,0,Tier 1,Priority
